X,y
"[16, 78.21891, 100.88779, 1.6056592200093631, 0.0031871431641543047, 71.47602327990245, 0.020629637617969765, 1, 0, 2, 0, 1, 365, 79.156296, 104.38028, 2.096565489386337, 0.006075522435986136, 97.47896280289774, 3.162222291207763, 0, 1, 1, 1, 1, 339, 70.76219, 120.33274, 19.344343948736743, 0.0167973135018068, 91.03356468156964, 3.9088256516731743, 0, 1, 2, 0, 1]",0
"[381, 80.31807, 225.50882, 4.222307451771637, 0.003226140770922925, 155.80483299566748, 0.0537182422053879, 1, 2, 0, 0, 1, 227, 84.08116, 252.94815, 25.376085824752536, 0.004318554181390211, 240.32763766710738, 0.4863749201740486, 8, 1, 3, 3, 1, 17, 56.314487, 244.56255, 26.45511651680157, 0.00023952250775427508, 169.31732282346, 1.7153305887086039, 4, 4, 0, 0, 0]",0
"[18, 58.600468, 259.58914, 2.4099753954799468, 0.004287561809178109, 149.34368903915274, 0.5179738234895896, 2, 2, 0, 1, 1, 17, 56.314487, 244.56255, 16.75963847009122, 0.0042073460519299055, 195.85913023243066, 0.9473271396737416, 8, 3, 2, 1, 2, 223, 48.284306, 244.92798, 18.517608840925046, 0.0026784828952598483, 206.41723831769917, 2.1942655139160516, 6, 3, 1, 0, 2]",0
"[25, 115.14424, 245.68027, 3.5310294334175536, 0.004749810469849625, 382.95969699129995, 0.07112111622849071, 1, 1, 1, 0, 3, 28, 106.519775, 254.09833, 8.525812144871082, 0.010493284758225974, 409.1728832669745, 3.428304131688003, 0, 2, 3, 0, 5, 398, 109.403206, 239.10498, 9.450175728513505, 0.014297751107769818, 383.1917169975914, 3.2127137698182837, 3, 2, 2, 1, 6]",0
"[28, 106.519775, 254.09833, 2.8602173001511138, 0.0016133580575601325, 350.5504950242172, 0.024203020707868728, 1, 2, 0, 0, 1, 27, 112.52656, 258.54678, 7.728266782688391, 0.004371765675624806, 402.7052161766128, 3.1657956742976623, 2, 0, 0, 2, 0, 26, 107.805565, 270.63953, 14.34766066450788, 0.014278734476867005, 396.20767111294066, 0.6469177452336758, 1, 0, 2, 0, 1]",0
"[26, 107.805565, 270.63953, 2.884406911640528, 0.001168225174153159, 357.04851083053853, 0.027445846230353066, 1, 1, 0, 2, 0, 275, 110.20345, 278.10876, 6.541243883389401, 0.009640307476157906, 376.7456263453779, 3.1141468073594405, 1, 2, 1, 2, 2, 400, 117.41883, 274.42102, 11.377121504534779, 0.008615128454716792, 409.21410477340265, 1.3815079284113594, 2, 1, 2, 3, 0]",0
"[27, 112.52656, 258.54678, 2.6821439974677315, 0.0012655162172646728, 363.5300519731405, 0.024203020707868728, 1, 1, 1, 0, 1, 28, 106.519775, 254.09833, 8.228550111484786, 0.0014928914008000005, 415.7058728732315, 3.117389632881925, 0, 3, 1, 2, 2, 26, 107.805565, 270.63953, 10.336921512466944, 0.01738498393522714, 409.21949719549855, 2.4946749083561173, 0, 1, 3, 2, 2]",0
"[31, 135.84703, 177.30762, 3.1112080604450068, 2.3571462327010018e-05, 253.22527477985238, 0.7030284029029037, 5, 2, 2, 0, 1, 33, 143.07413, 191.30708, 13.620491605150429, 0.004401496932696869, 298.8069578453246, 1.2276362200352586, 10, 2, 7, 1, 4, 32, 154.52454, 185.38771, 20.138763682950465, 0.001152774097349707, 324.7562018963894, 2.273259219500858, 12, 0, 5, 2, 5]",0
"[37, 138.32124, 266.68054, 3.360394509753876, 0.0018191900207421563, 350.59869122661723, 3.1000908206595392, 1, 1, 1, 1, 2, 347, 125.54465, 276.32657, 12.864624635963766, 0.01064875634652418, 402.7327698509968, 0.4668908369523892, 3, 2, 5, 0, 0, 39, 150.23613, 274.5175, 14.719778268578446, 0.002911357764890543, 396.2234841509456, 0.3499623834899035, 1, 5, 2, 1, 1]",0
"[45, 190.83209, 183.46616, 1.9273605037877402, 0.0030445315838266707, 532.2447597752353, 2.1994172094992313, 1, 0, 2, 1, 2, 46, 188.07378, 189.7244, 5.64659599226372, 0.0021831042955130497, 539.0658325613073, 3.9802914958111506, 3, 1, 1, 3, 0, 47, 184.13768, 182.07385, 8.0531473515639, 0.006255005840774153, 539.1070334702309, 0.9421754440905621, 0, 1, 3, 1, 1]",0
"[232, 198.00195, 173.31107, 3.864564030444088, 0.0008685950922798225, 363.49299196695824, 2.5459313825954757, 2, 1, 1, 0, 2, 45, 190.83209, 183.46616, 8.960228770200215, 0.0010349552555384833, 513.1529538276682, 1.1782567428544537, 4, 3, 1, 1, 1, 242, 204.60168, 185.96805, 11.63269444061311, 5.047794690765661e-05, 500.0937407999826, 1.0110987787209833, 4, 5, 2, 1, 0]",0
"[47, 184.13768, 182.07385, 2.3087605233191746, 0.0017894751649544238, 525.7547215735522, 1.2660204828736155, 2, 1, 3, 2, 0, 46, 188.07378, 189.7244, 6.719263109481876, 0.006648634971332779, 526.0443901563899, 3.656446457028097, 1, 1, 1, 4, 1, 45, 190.83209, 183.46616, 6.889858998694346, 0.0075100622596463995, 532.5330020469082, 1.8755721707161779, 1, 2, 2, 2, 1]",0
"[46, 188.07378, 189.7244, 3.8564871358366513, 0.0003378793970390537, 532.3300073428888, 0.5148538034383039, 1, 3, 3, 1, 0, 47, 184.13768, 182.07385, 9.590239754561553, 0.008100230739248149, 532.529023460011, 4.407613136463409, 2, 3, 5, 1, 1, 45, 190.83209, 183.46616, 10.204983355296578, 0.0011993066853526746, 526.0259759924531, 1.2660204828736155, 1, 2, 4, 1, 2]",0
"[50, 182.99774, 224.59186, 3.4231539360402885, 0.0023612210833307556, 499.73925455202686, 0.05319272847105769, 1, 1, 1, 1, 0, 48, 174.46587, 222.67393, 9.153962820478588, 0.002757435461138824, 519.6258485648267, 3.194785382060851, 0, 0, 4, 0, 4, 49, 197.8733, 227.81143, 15.869545037060972, 0.0007380544912373166, 500.09221521966737, 1.354191140756731, 3, 2, 2, 2, 1]",0
"[52, 187.27011, 270.9612, 3.185432491560003, 0.001363156037213098, 311.6121769351989, 2.8897274041407437, 2, 1, 1, 0, 2, 53, 190.24043, 252.20827, 21.983668968854836, 0.006289334895593357, 389.71427770605817, 0.25186524944904964, 1, 3, 5, 1, 2, 316, 164.15613, 268.2947, 22.174300028683597, 0.006569067513567228, 376.6706214661243, 1.9417377197857577, 1, 2, 2, 2, 3]",0
"[60, 231.50699, 95.18261, 3.4111407008576093, 0.0010253656052485183, 155.43056934057702, 0.022613658006882975, 1, 2, 0, 0, 1, 196, 239.5653, 86.48605, 14.631324291990337, 0.005184718554830325, 188.787364714468, 3.164206311596676, 1, 2, 2, 0, 1, 61, 231.56526, 116.177086, 17.588559537258856, 0.0029285804325326348, 240.87779516113977, 5.072332129589949, 4, 1, 1, 1, 1]",0
"[62, 238.70493, 153.43547, 3.595668704787897, 0.00178390576312637, 369.8884778182846, 0.027619484952759787, 1, 0, 1, 0, 2, 207, 237.07832, 166.87761, 10.093161320211225, 0.006130443248328843, 441.5600879442075, 3.169212138542553, 2, 1, 2, 1, 0, 233, 253.2615, 162.81102, 16.956460240692806, 0.011083384181758693, 487.0483392053012, 0.1299341816066557, 2, 0, 1, 4, 3]",0
"[63, 220.52258, 153.88142, 4.3342050403629, 0.004127096117614026, 382.9386367680381, 0.09748112410622345, 3, 1, 1, 0, 3, 303, 213.54817, 152.7117, 8.81223404604612, 0.013578110057842818, 409.2034048953479, 3.2390737776960163, 4, 0, 1, 1, 2, 384, 221.25166, 171.86407, 13.674064605724162, 0.011634737865587108, 448.050578179338, 2.5727194231170722, 1, 1, 2, 4, 4]",0
"[65, 222.63707, 190.57053, 3.5820317550794543, 0.00014957009100069474, 519.190280197054, 0.10892671269480325, 2, 0, 0, 3, 1, 246, 222.08047, 202.95761, 8.856921898442813, 0.008362076039219568, 532.5318746803144, 0.4577638658371197, 4, 0, 1, 4, 1, 247, 229.09576, 204.36978, 12.464713091338828, 0.007226683351192975, 506.59838926114577, 1.8334640052352804, 5, 1, 1, 4, 1]",0
"[384, 221.25166, 171.86407, 3.7039258337501377, 0.003177890294351504, 376.4562258350979, 1.9468276305372036, 1, 2, 0, 2, 1, 65, 222.63707, 190.57053, 15.107866303696287, 0.008993483775729005, 487.09238569629423, 2.4154358879606974, 3, 1, 2, 3, 1, 207, 237.07832, 166.87761, 18.30844316077, 0.0026183242807954477, 461.118618024073, 0.8016756826576154, 1, 1, 2, 4, 0]",0
"[66, 219.51239, 231.51541, 3.279121608733636, 0.0017474940384815674, 305.02757070407904, 0.23877082374910907, 0, 1, 2, 0, 1, 68, 218.55548, 227.06471, 7.496335698229767, 0.006994450710247069, 434.9551450523669, 3.3803634773389026, 1, 0, 2, 2, 1, 69, 212.73956, 228.43336, 8.26079867958717, 0.010573700047631474, 448.1658288875776, 1.3126801565178454, 1, 2, 1, 0, 2]",0
"[68, 218.55548, 227.06471, 1.901871629053781, 0.005087525458354669, 428.38681385604144, 0.23877082374910907, 1, 0, 2, 1, 0, 66, 219.51239, 231.51541, 2.770237142170752, 0.003654419290373967, 428.6321541555831, 2.9028218298406845, 0, 1, 2, 1, 2, 69, 212.73956, 228.43336, 5.721025087512372, 0.012480625299523873, 441.61297006563007, 4.454272810107639, 1, 2, 1, 1, 3]",0
"[292, 220.18872, 207.51129, 2.906422117775631, 0.0005719769758805171, 363.45924410432684, 0.3283796366401821, 1, 0, 1, 2, 0, 246, 222.08047, 202.95761, 7.837040873375008, 0.003087075461520594, 532.41465233695, 3.4699722902299754, 0, 1, 2, 0, 1, 67, 224.66476, 220.15485, 11.468550219741871, 0.0038045632661534157, 474.08985571370954, 0.472873662583718, 2, 3, 1, 1, 1]",0
"[80, 271.5536, 101.223305, 3.8395971539675626, 0.0016444684524613007, 304.72533416586657, 0.056928125353161274, 1, 0, 2, 1, 0, 82, 278.4727, 108.12164, 7.680541633026854, 0.0019356168191247414, 448.1389890182752, 0.1476303819718625, 2, 3, 2, 0, 3, 81, 260.6494, 110.94156, 12.278787673824462, 0.002244498582460508, 428.7874348718726, 4.828262613483314, 1, 2, 4, 2, 1]",0
"[81, 260.6494, 110.94156, 3.5050181484775154, 0.00012560857339399822, 427.8532820349903, 0.015247218151929864, 0, 0, 0, 0, 0, 382, 261.05038, 130.9197, 16.531266585661893, 0.011475225269913625, 461.3207991879043, 5.066295063411524, 5, 2, 2, 3, 2, 80, 271.5536, 101.223305, 16.702526040285804, 0.0007256387033932055, 409.39558073911144, 4.756087269978224, 0, 2, 2, 1, 1]",0
"[83, 274.71463, 146.70103, 3.6144929174280005, 0.0021473646535620783, 382.95736396452696, 0.16463156398944423, 2, 1, 1, 0, 0, 84, 272.36307, 136.71873, 13.57699661360175, 0.007804346881942925, 493.81642762997643, 3.3062242175792376, 3, 1, 1, 0, 1, 243, 287.57245, 147.4877, 13.980867848244918, 0.003956580173595015, 493.7077166646499, 2.9934295596248646, 7, 1, 1, 4, 3]",0
"[382, 261.05038, 130.9197, 4.18186143812049, 0.0040146578596527704, 486.24106464207546, 0.13515866707930568, 2, 0, 0, 1, 1, 84, 272.36307, 136.71873, 11.441256627372779, 0.016216055460084422, 506.87052120005126, 1.000911931162074, 2, 0, 2, 1, 1, 302, 248.4814, 140.3445, 13.606021104545732, 0.006510092975359205, 480.78236966001987, 3.6110139252799347, 4, 0, 0, 2, 2]",0
"[84, 272.36307, 136.71873, 2.7526148764595324, 0.002423993353641074, 512.1485628126057, 0.16463156398944423, 2, 1, 1, 1, 1, 83, 274.71463, 146.70103, 7.508158778502275, 0.007527718181863929, 493.821525052985, 2.9769610896003487, 1, 1, 1, 1, 2, 382, 261.05038, 130.9197, 14.74056893868473, 0.009777404246790578, 480.9393072944723, 1.0303848280722125, 2, 1, 1, 1, 1]",0
"[363, 253.52396, 169.87593, 3.357614836839829, 0.0028002609138503276, 369.94887101751385, 0.050845004518089265, 0, 0, 1, 0, 1, 233, 253.2615, 162.81102, 10.335035977352042, 0.010145184691964682, 500.0807379710708, 3.0907476490717043, 1, 1, 1, 2, 1, 324, 259.9808, 159.77534, 15.211301790486448, 0.010170077917036002, 513.0928854805343, 1.9071567475473805, 1, 0, 1, 1, 3]",0
"[295, 257.58063, 204.98625, 3.2650110665322134, 0.0052322929931430395, 421.90754871544436, 0.1821656740529327, 1, 0, 2, 1, 2, 88, 256.3681, 211.86609, 4.144793755878846, 0.01135055513454708, 454.62291587463005, 3.323758327642726, 0, 0, 3, 1, 2, 200, 246.62613, 201.92738, 10.908849012256917, 0.008242492226033793, 493.6264670598201, 1.29078405791682, 1, 1, 0, 3, 3]",0
"[95, 306.10797, 28.36099, 4.284090619548845, 0.00017925355242892627, 241.45407965388208, 0.00987863946080103, 1, 0, 0, 0, 1, 389, 314.3815, 51.24485, 20.281591942059226, 0.0005272631896910407, 269.2871571267339, 0.8231390243230892, 9, 3, 2, 1, 3, 97, 302.84305, 58.418156, 26.00912613143954, 0.004537138819346531, 261.41626834618233, 0.8363747481188524, 9, 2, 4, 0, 3]",0
"[96, 309.45126, 61.03935, 3.7951388181888706, 0.0006155582394943848, 305.12472233871364, 0.08511151324372607, 1, 1, 1, 1, 0, 97, 302.84305, 58.418156, 9.145866229948076, 0.002705211794548912, 331.4414728029714, 3.056481140346067, 2, 0, 0, 2, 0, 389, 314.3815, 51.24485, 14.486169581571435, 0.0013046638351065787, 318.170922571561, 1.3969673679041255, 2, 1, 2, 1, 0]",0
"[389, 314.3815, 51.24485, 3.769815574388918, 0.0008138943544027666, 162.25826861266572, 0.026713171571682626, 0, 0, 1, 0, 1, 96, 309.45126, 61.03935, 7.95934956375384, 0.00273411642900373, 318.19939704864595, 1.455365709576169, 1, 2, 0, 2, 1, 289, 325.94846, 55.44145, 11.314670487243674, 0.009870188337854302, 324.7327852636078, 0.4756230896499225, 4, 0, 0, 1, 3]",0
"[101, 302.8191, 132.58629, 3.5186200916991237, 0.0027920737864299827, 480.20762516024706, 0.07079854934745389, 2, 0, 1, 1, 0, 100, 301.2054, 140.22302, 4.288422499110586, 0.0016854070659481635, 610.1059987966756, 3.2123912029372472, 2, 1, 4, 1, 2, 388, 297.8494, 125.42376, 11.376811119943628, 0.0008755298695367064, 591.0435327445603, 0.7440271169151229, 4, 1, 2, 1, 2]",0
"[100, 301.2054, 140.22302, 3.7314963759068447, 0.0011992611234539763, 544.857799407967, 0.07079854934745389, 0, 1, 1, 0, 0, 101, 302.8191, 132.58629, 11.515348892902306, 0.00327821972892417, 597.4856493149638, 3.0707941042423395, 0, 0, 2, 0, 2, 243, 287.57245, 147.4877, 13.806147719735772, 0.001785430660255105, 565.0371040624784, 3.1975960396693743, 0, 1, 1, 2, 0]",0
"[103, 295.78403, 176.51591, 3.730895620814689, 0.0002710878588075283, 415.38593361957436, 2.073382596184447, 3, 1, 1, 0, 1, 277, 287.26498, 190.93353, 13.201737464489083, 0.004173325798691396, 474.12568340139603, 1.3320424189517412, 2, 1, 2, 2, 1, 290, 282.23315, 171.48663, 15.2918017055666, 0.01538626051775932, 474.1181688886646, 0.45206811748983633, 0, 2, 1, 1, 0]",0
"[105, 315.53012, 173.58243, 2.375020334164961, 0.0013745640672498949, 441.33559889268355, 0.4013910135007013, 1, 1, 0, 1, 1, 281, 318.75833, 175.27556, 3.2004009212205817, 0.0003510544846828112, 448.0918921151135, 2.7402016400890923, 1, 2, 0, 0, 1, 306, 318.82434, 187.1128, 11.605482842016075, 0.0014948565435903838, 422.21481070973743, 3.8223826441305455, 5, 1, 4, 0, 0]",0
"[108, 316.46344, 231.20746, 3.8779634131053218, 0.0003541651577299576, 389.5952970880168, 1.4878918348606929, 1, 0, 0, 1, 0, 107, 300.2901, 220.77055, 21.486861087514008, 0.0006335492238273011, 389.7732830860389, 0.21636779681301943, 2, 3, 1, 3, 1, 109, 294.49832, 233.08546, 21.909515259611542, 0.0005014144709846735, 389.7617476501366, 0.4615375819101712, 7, 4, 2, 2, 3]",0
"[329, 316.94324, 259.18463, 4.002203690660949, 0.000535552084276969, 331.2182666972998, 0.6577850452482064, 0, 0, 3, 2, 1, 112, 310.3464, 257.1082, 7.840425980822229, 0.0009187441060146129, 383.27588825009815, 2.4838076083415865, 1, 2, 3, 1, 1, 110, 304.3619, 264.04022, 11.27014694160027, 0.001971976986186119, 370.31726988702343, 1.1091343150705133, 1, 1, 1, 0, 1]",0
"[118, 316.67166, 341.53125, 3.5229459783707044, 0.0016801847015378013, 155.6229182713461, 0.05007803187827389, 6, 0, 2, 2, 2, 119, 301.03143, 344.27423, 13.722080358707382, 0.0050278525122527395, 207.88963481303344, 1.3189789212004395, 8, 1, 5, 0, 2, 120, 297.08667, 334.26303, 20.40960970509591, 0.0033950816290318486, 227.3892547647649, 1.8226137323893536, 9, 3, 6, 2, 2]",0
"[119, 301.03143, 344.27423, 2.5265615793605702, 0.0008009079792994367, 226.92361952069265, 0.1019062244472071, 7, 1, 4, 0, 2, 120, 297.08667, 334.26303, 12.362778188616078, 0.0008318629039214542, 273.0240901442093, 3.039686429142586, 8, 3, 5, 2, 2, 118, 316.67166, 341.53125, 17.73041619976742, 0.005907129234491104, 240.37363340374426, 1.2671507286315062, 5, 0, 1, 2, 2]",0
"[125, 338.61935, 69.716484, 3.96242357814344, 0.00033878894058952946, 285.52556724857845, 0.005355286799401782, 3, 1, 2, 1, 1, 126, 344.59473, 74.75286, 5.883136870225242, 0.00468638918280595, 474.10079097030274, 3.136237366790392, 2, 5, 2, 2, 3, 272, 341.67166, 85.79771, 12.456310884762269, 0.00022369135403116358, 493.58570916247794, 4.265424508884303, 4, 3, 1, 1, 5]",0
"[124, 349.69003, 63.86897, 4.052587700153336, 0.0020374137194055786, 272.5618418104862, 0.021497548931743937, 2, 1, 1, 0, 0, 126, 344.59473, 74.75286, 8.672636232094545, 0.00038840574630200075, 474.1114510470185, 1.8117851287676916, 3, 0, 2, 1, 2, 239, 355.572, 76.99881, 10.694418249439625, 0.0021247046070442255, 480.6442584525721, 3.9843006340188296, 1, 0, 1, 2, 2]",0
"[127, 337.789, 55.579227, 3.6044313703399977, 0.0005140107251299098, 220.65093102399172, 0.02422373368417157, 3, 2, 2, 0, 1, 125, 338.61935, 69.716484, 10.557722554710063, 0.0011315672562127177, 428.69540621768937, 2.4771202726982597, 1, 2, 2, 4, 3, 289, 325.94846, 55.44145, 12.567454153175698, 0.010462287410468507, 363.7146415855604, 1.5892273219326838, 4, 2, 3, 1, 2]",0
"[129, 343.03793, 98.91826, 9.303338935316383, 0.005737741562581833, 539.0486279220248, 1.1711375545511753, 4, 4, 4, 1, 3, 263, 358.18576, 103.18122, 10.63073503042309, 0.0044215084410237915, 513.1103931051335, 1.9364319257963853, 4, 0, 3, 0, 1, 130, 345.8951, 105.079445, 11.55160058620079, 0.0038598642810583894, 538.995438070641, 1.9704550990386178, 6, 1, 2, 1, 2]",0
"[128, 342.03748, 112.69037, 4.931859570219071, 0.014047683752088369, 487.0516578791156, 0.8174884435989036, 3, 2, 3, 3, 1, 130, 345.8951, 105.079445, 5.687995651692906, 0.014885204100741789, 512.5015128365925, 0.08584793514335876, 2, 1, 2, 0, 1, 129, 343.03793, 98.91826, 12.324562443501465, 0.02448280994438201, 513.02705496756, 3.2274405887331516, 0, 6, 4, 0, 2]",1
"[131, 350.17468, 147.96628, 3.8044424057617636, 0.000421542458255042, 382.8652845681871, 0.5488309861902898, 0, 0, 0, 2, 2, 133, 355.82523, 155.32147, 7.429175448810561, 0.0238068131769697, 389.6673728774846, 0.9749106621231808, 3, 3, 0, 1, 1, 307, 350.6497, 159.69962, 8.124138068940216, 0.005020330405308804, 422.1734099610978, 4.116503315712974, 3, 3, 0, 1, 1]",0
"[145, 374.25607, 57.07925, 3.94785742361716, 0.0015404540741569828, 460.7511345453134, 1.5354787834914847, 2, 1, 0, 1, 2, 147, 387.701, 58.97592, 13.132338670376292, 0.0018242892695314317, 493.57826171373745, 1.4724073895323333, 6, 0, 0, 2, 4, 146, 378.2252, 75.895164, 15.30166033680229, 0.0033178726067944475, 474.15816528880606, 1.5637036639484878, 1, 1, 0, 1, 1]",0
"[147, 387.701, 58.97592, 2.1137980166120984, 0.00039478050812913335, 506.1954370080593, 0.02335234670220121, 5, 1, 1, 2, 1, 346, 400.06503, 61.523666, 11.993400932312234, 0.009007604024505012, 500.1299863737559, 3.1182403068875924, 5, 2, 0, 1, 2, 145, 374.25607, 57.07925, 14.385119407147, 0.0006786157035035822, 500.12104780840434, 0.08642374066135261, 1, 0, 1, 1, 1]",0
"[148, 390.93005, 104.799225, 4.223594386974742, 0.0005937728584018975, 292.0621463957014, 0.16798764469999927, 0, 0, 0, 1, 1, 167, 405.4784, 103.26829, 16.103526032394136, 0.020171732160266465, 376.6766068463803, 0.22219468919806928, 4, 1, 3, 1, 1, 149, 374.1605, 112.613434, 16.664274348317132, 0.0034935919139619243, 454.5686945479117, 2.2235628728478534, 4, 1, 2, 0, 3]",0
"[402, 368.89725, 258.64728, 2.393716826291517, 3.6079079385242796e-05, 402.7108834894148, 3.1227461088042157, 6, 1, 2, 2, 1, 156, 372.0859, 255.90988, 4.089833927461548, 0.000528393782514347, 370.1428714760795, 0.01884654478557779, 5, 1, 3, 1, 0, 158, 376.94397, 263.7969, 7.163037131376618, 0.012942648352329278, 389.7563624030924, 1.7092759965584967, 6, 2, 2, 1, 3]",1
"[160, 389.17822, 284.47974, 9.203068112301155, 0.0020275278223791937, 337.80548480444475, 0.497291665872291, 7, 0, 6, 1, 0, 158, 376.94397, 263.7969, 15.790011705636386, 0.013080495186389263, 370.2967840361617, 1.389688249037992, 0, 2, 3, 1, 2, 157, 388.75223, 254.10193, 21.33137864206668, 0.003007851531993677, 383.25001030555245, 1.2951666975674019, 1, 3, 3, 4, 5]",0
"[161, 435.6966, 22.998999, 4.510367487433273, 0.0004998607474311911, 414.9733401999356, 1.4574729734860772, 1, 1, 0, 2, 2, 164, 430.89905, 28.660606, 5.05167321202748, 0.002446813163277939, 404.9212888100137, 4.59906562707587, 2, 1, 1, 0, 2, 331, 442.47864, 29.805294, 7.046320276791035, 0.002984991807767068, 388.0760320553704, 3.1124798125808866, 1, 1, 1, 1, 0]",0
"[219, 405.70123, 253.48921, 4.927798900302748, 0.00646115939518993, 331.3234079689573, 1.7257990201120854, 6, 1, 1, 2, 4, 225, 399.1597, 251.19768, 10.862222513095341, 0.008438991008095309, 337.7860332183471, 1.4157936334777077, 5, 0, 1, 2, 2, 208, 406.53836, 237.53741, 14.021272514439147, 0.013985269781743415, 350.7881405412984, 1.741804334560708, 4, 1, 1, 3, 1]",3
"[300, 457.00082, 50.55866, 4.871103101934993, 0.001008016766024633, 266.1377910460725, 0.018899100943184255, 2, 1, 0, 2, 3, 195, 466.4574, 48.178726, 11.356612426561812, 0.00098903182909571, 379.77022172582303, 3.122693552646609, 1, 1, 1, 1, 2, 255, 444.85953, 55.858387, 12.827252222485175, 0.0024641904522863523, 376.7560737543352, 2.0171247937917745, 1, 0, 0, 0, 1]",0
"[309, 87.08731, 290.89337, 3.200506995391807, 0.002825942987888408, 350.68746383099926, 0.35082275830622267, 2, 3, 2, 1, 0, 294, 97.66817, 289.83044, 12.955669307205289, 0.004616715744925781, 370.2642409993555, 1.567058000495072, 1, 3, 3, 2, 1, 29, 95.10543, 297.39392, 13.515544130768662, 0.0032805309805397087, 337.76832204492507, 4.708650654084865, 4, 3, 2, 2, 1]",0
